"Exports_imports";"Partner";"year";"Index_value";"Part_value";"Part_flux"
"Imports";"All";1718;100;0,960826854083369;0,689873417721519
"Imports";"All";1719;93,6707532260358;0,8605088217692;0,548446069469835
"Imports";"All";1720;80,9852217672277;0,918190508334626;0,519011406844107
"Imports";"All";1721;88,2520390391435;0,921725712892073;0,524509803921569
"Imports";"All";1722;88,3920579814141;0,94523546805935;0,643410852713178
"Imports";"All";1723;123,469448623309;0,925880415350831;0,447887323943662
"Imports";"All";1724;128,722472276727;0,822541428562145;0,470664928292047
"Imports";"All";1725;97,2934891699953;0,741905584328423;0,467741935483871
"Imports";"All";1726;100,566722380689;0,793916668943071;0,496688741721854
"Imports";"All";1727;95,0247620340361;0,785082827717734;0,545727136431784
"Imports";"All";1728;105,125158889764;0,833416159491889;0,49003984063745
"Imports";"All";1729;97,1836882780976;0,782500185754739;0,520779220779221
"Imports";"All";1730;98,3158687165947;0,832107488044522;0,389731051344743
"Imports";"All";1731;92,4961109816393;0,835707817134754;0,435424354243542
"Imports";"All";1732;101,885891925354;0,845437476014345;0,374247336729968
"Imports";"All";1733;101,389906688869;0,850500696896933;0,442528735632184
"Imports";"All";1734;92,5605163128062;0,889277697721921;0,411181244364292
"Imports";"All";1735;87,1567051450655;0,852412852375505;0,450310559006211
"Imports";"All";1736;94,2021447677351;0,847565155055663;0,403884795713329
"Imports";"All";1737;80,8728126235377;0,772220590340554;0,450617283950617
"Imports";"All";1738;88,3501423320288;0,786414121037521;0,384037929672066
"Imports";"All";1739;81,0401431325339;0,584012768064987;0,394013738959764
"Imports";"All";1740;86,8326461552655;0,844194800192506;0,410372608257805
"Imports";"All";1741;88,1101964451744;0,714201975221292;0,399643969737428
"Imports";"All";1742;86,0403592354355;0,678603004265535;0,418286915396742
"Imports";"All";1743;88,9193079226988;0,829359848906858;0,430690537084399
"Imports";"All";1744;95,6036193971379;0,842395290579638;0,429316640584246
"Imports";"All";1745;97,6986874317846;0,858190018060328;0,468666666666667
"Imports";"All";1746;106,282142067548;0,872688384144677;0,424803591470258
"Imports";"All";1747;116,614408309439;0,881360883177509;0,428020565552699
"Imports";"All";1748;102,658107595932;0,865792289858123;0,449339207048458
"Imports";"All";1749;98,8864900868347;0,793664599274245;0,4029284164859
"Imports";"All";1750;102,412503082987;0,113223417987969;0,0291885580852306
"Imports";"All";1751;98,4537574803259;0,848760605303165;0,403636363636364
"Imports";"All";1752;97,2329934385908;0,798944483343296;0,380181038589805
"Imports";"All";1753;98,9729174960323;0,85732811101847;0,398053001622499
"Imports";"All";1754;102,351844135321;0,891020047898499;0,359923113887554
"Imports";"All";1755;100,425599460028;0,896582269506976;0,364864864864865
"Imports";"All";1756;101,53611883776;0,891540768817876;0,342037671232877
"Imports";"All";1757;104,78545190565;0,826958207870917;0,350488021295475
"Imports";"All";1758;117,380485429834;0,833137998421907;0,333646175504458
