source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
Local,1726,Marseille,,La Hollande,Exports,Anchois,,,5868,,1304,Barils,"4,5",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,1,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Amandes cassées,,,229114,,1272860,Livres,"0,18",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,2,,,,,Requia,,Arrondi,"0,8",,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Amandes en coques,,,23254,,166100,livres,"0,14",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,3,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Avelines,,,"27,4",,170,Livres,"0,16",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,4,,,,,Requia,,Arrondi. Aveline: sorte de grosse noisette (mot issu de l'occitan),"-0,2",,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Confitures,,,350,,350,Livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,5,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Capres fines,,,1872,,10400,Livres,"0,18",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,6,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Capres gousses,,,27363,,228030,Livres,"0,12",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,7,,,,,Requia,,Arrondi,"0,6",,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Esprit de vin,,,250,,1000,Livres,"0,25",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,8,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Eau de vie,,,239872,,1599150,Livres,"0,15",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,9,,,,,Requia,,Arrondi,"0,5",,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Eau de la reine d'Hongrie,,,"5,4",,20,Livres,"0,27",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,10,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Eau de fleur d'orange,,,20,,40,Livres,"0,5",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,11,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Figues,,,"156,6",,2610,Livres,"0,06",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,12,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Grenades,,,355,,,,,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,13,,,,,Requia,,En valeur,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Huille d'olives fine,,,"104606,2",,418425,Livres,"0,25",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,14,,,,,Requia,,Arrondi,"0,05",,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Liqueurs a boire,,,26800,,26800,Livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,15,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Miel,,,31869,,265575,Livres,"0,12",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,16,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Olives,,,"268,8",,1680,Livres,"0,16",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,17,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Prunes de brignoles,,,1200,,8000,Livres,"0,15",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,18,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Pruneaux,,,35970,,299750,Livres,"0,12",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,19,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Ris,,,"122,5",,1225,Livres,"0,1",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,20,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Raisin sec,,,196,,1400,Livres,"0,14",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,21,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Safran,,,5040,,315,Livres,16,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,22,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Ton mariné,,,60,,50,Livres,"1,2",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,23,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Truffes seiches,,,"220,5",,147,Livres,"1,5",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,24,,,,,Loïc Charles,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Vin,,,654,,109,Charges,6,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,25,,,,,Loïc Charles,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Vin,,,6621,,2207,Milleroles,3,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,1,26,,,,,Loïc Charles,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Asnes,,,60,,2,Nombre,30,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,27,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Aristoloche,,,100,,500,Livres,"0,2",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,28,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Bazanes tannées,,,"1012,5",,"202,5",Douzaines,5,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,29,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Cannes de Rozeau,,,386,,772,Faix,"0,5",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,30,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Graine de jardin,,,2200,,4400,Livres,"0,5",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,31,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Huille de Senteur,,,"2585,6",,3232,Livres,"0,8",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,32,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Huile de noix,,,250,,1000,Livres,"0,25",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,33,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Jujubes,,,"206,5",,2950,Livres,"0,07",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,34,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Lieges,,,2712,,22600,Livres,"0,12",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,35,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Marchandises mélées,,,85,,,,,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,36,,,,,Requia,,En valeur,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Pinchina,,,292,,167,Livres,"1,75",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,37,,,,,Requia,,Arrondi,"0,25",,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Peaux de veau corroyés,,,7904,,494,Douzaines,16,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,38,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Peaux d'agneau passées,,,"85,5",,19,Douzaines,"4,5",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,39,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Pelleterie aprestée,,,"61,6",,88,Livres,"0,7",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,40,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Pommades,,,"32,5",,25,Livres,"1,25",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,41,,,,,Requia,,Arrondi,"-1,25",,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Rubarbes,,,5100,,60,Livres,85,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,42,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Savon,,,413,,2065,Livres,"0,2",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,43,,,,,Requia,,,0,,,,,,,,
Local,1726,Marseille,,La Hollande,Exports,Tartre,,,"3869,6",,24185,Livres,"0,16",sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1726.csv,Archives de la CCI de Marseille - I 21,2,44,,,,,Requia,,,0,,,,,,,,
