source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
Local,1767,Caen,,Angleterre,Exports,Amandes,,,"177,75",,395,Livres,"0,45",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,1,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Amidon,,,60,,200,Livres,"0,3",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,2,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Armoire,,,120,,2,Pièce,60,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,3,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Avoine,,,14060,,140600,Livres,"0,1",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,4,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Auge de Carreaux,,,170,,17,Pièce,10,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,5,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Beuf,,,55200,,460,Pièce,120,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,6,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Beurre,,,"1618,5",,3237,Livres,"0,5",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,7,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Biscuits de mer,,,"18411,2",,92056,Livres,"0,2",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,8,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Bled ; froment,,,"184443,75",,1229625,Livres,"0,15",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,9,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Bled ; seigle,,,20,,200,Livres,"0,1",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,10,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Briques,,,350,,1400,En nombre,"0,0125",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,11,,,,,Pascal Fontaine,,"332,5 erreur calcul (modification du prix)",,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Chaire salée,,,225,,450,Livres,"0,5",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,12,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Chaises de paille,,,45,,30,Pièce,"1,5",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,13,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Chandelle,,,"293,85",,653,Livres,"0,45",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,14,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Charues,,,195,,13,Pièce,15,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,15,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Chataignes,,,14,,140,Livres,"0,1",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,1,16,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1767,Caen,,Angleterre,Exports,Choux à planter,,,6,,40,Paquets,"0,15",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Caen_Exports_1767.csv,Archives de la CCI de Rouen Carton VIII 110,2,17,,,,,Pascal Fontaine,,,,,,,,,,,
