line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1766,Rennes,,pour l'Angleterre,Exports,Amandes,,,,,13,balles,72,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-936,,,,,,,,,,
2,Local,1766,Rennes,,pour l'Angleterre,Exports,Amandes,,,,,165,milliers,30,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-4950,,,,,,,,,,
3,Local,1766,Rennes,,pour l'Angleterre,Exports,Amidon,,,,,800,livres,.2,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-160,,,,,,,,,,
4,Local,1766,Rennes,,pour l'Angleterre,Exports,Beurre,,,,,12500,livres,.35,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-4375,,,,,,,,,,
5,Local,1766,Rennes,,pour l'Angleterre,Exports,Biscuit de mer,,,,,18900,livres,.15,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,15 L %,-2835,,,,,,,,,,
6,Local,1766,Rennes,,pour l'Angleterre,Exports,Bouchon de liège,,,,,9,milliers,9,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,9 L %%,-81,,,,,,,,,,
7,Local,1766,Rennes,,pour l'Angleterre,Exports,Bray gras,,,,,52,barils,20,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-1040,,,,,,,,,,
8,Local,1766,Rennes,,pour l'Angleterre,Exports,Caffé,,,,,7994,livres,.6,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-4796.4,,,,,,,,,,
9,Local,1766,Rennes,,pour l'Angleterre,Exports,Chaises de paille,,,,,1481,en nombre,1,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-1481,,,,,,,,,,
10,Local,1766,Rennes,,pour l'Angleterre,Exports,Chandelle,,,,,13272,livres,.5,sources/Local/AD44_C717_Rennes_Exports_1766.csv,AD44 C717,1,,,,,Cyril CANET,,,-6636,,,,,,,,,,
