source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
National toutes directions partenaires manquants,1749,Amiens,,Portugal,Imports,Citrons,,,1250.25,,8335,Livres,.15,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,5,99,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Amiens,,Portugal,Imports,Citrons,,,163.75,,3275,Pièces,.05,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,5,100,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Amiens,,Portugal,Imports,Liege,,,2171.85,,1737.5,Livres,1.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,11,101,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Amiens,,Portugal,Imports,Oranges,,,352.5,,5875,Livres,.06,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,12,102,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Amiens,,Portugal,Imports,Sumac,,,22331.85,,204425,Livres,.075,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,15,103,,,,,Laura Moutou,,% ; erreur de calcul,,,,,,,,,
National toutes directions partenaires manquants,1749,Amiens,,Portugal,Imports,Vin ; d'Espagne,,,92.40000000000001,,24,Veltes,3.85,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,18,104,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Bayonne,,Portugal,Imports,Poivre,,,21619,,16630,Livres,1.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,14,286,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Bayonne,,Portugal,Imports,Tabac ; de Brezil,,,6075,,6075,Livres,1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,16,287,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Bayonne,,Portugal,Imports,Tabac ; en poudre,,,13830,,9220,Livres,1.5,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,16,288,,,,,Laura Moutou,,,,,,,,,,,
National toutes directions partenaires manquants,1749,Marseille,,Portugal,Imports,Bois ; de Brezil,,,4500,,18000,Livres,.25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M85_partner_Portugal_Imports_1749.csv,BM Saint-Brieuc Fonds Gournay - M85,3,3574,,,,,Laura Moutou,,,,,,,,,,,
