source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
National toutes directions partenaires manquants,1789,Lyon,Longeray,La Suisse et alliés et Genève,Imports,Acier en barres,,,232,,665,Livres,"0,35",sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,1,,,,,Laura Moutou,,35 livres le quintal,"-0,75",,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Etats du roi de Sardaigne,Imports,Bestiaux bœufs,,,87000,,580,Nombre,150,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,2,,,,,Laura Moutou,,,0,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Etats du roi de Sardaigne,Imports,Bestiaux chevres,,,2952,,328,Nombre,9,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,3,,,,,Laura Moutou,,,0,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Etats du roi de Sardaigne,Imports,Bestiaux génisses,,,257,,8,Nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,4,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Etats du roi de Sardaigne,Imports,Bestiaux moutons,,,110,,11,Nombre,10,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,5,,,,,Laura Moutou,,,0,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Etats du roi de Sardaigne,Imports,Bestiaux porcs,,,731,,39,Nombre,,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,6,,,,,Laura Moutou,,Pas de prix unitaire,,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Pays de Gex,Imports,Bestiaux taureaux,,,300,,5,Nombre,60,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,7,,,,,Laura Moutou,,,0,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Etats du roi de Sardaigne,Imports,Bestiaux taureaux,,,900,,15,Nombre,60,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,8,,,,,Laura Moutou,,,0,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Pays de Gex,Imports,Bestiaux vaches,,,300,,5,Nombre,60,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,9,,,,,Laura Moutou,,,0,,,,,,,,
National toutes directions partenaires manquants,1789,Lyon,Longeray,Etats du roi de Sardaigne,Imports,Bestiaux vaches,,,1980,,33,Nombre,60,sources/National toutes directions partenaires manquants/AN_F12_1667_Lyon_Imports_1789.csv,AN F12 1667,3,10,,,,,Laura Moutou,,,0,,,,,,,,
