source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Exports,Acier,,,99,,330,livres,.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,335,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Saint-Quentin,,Flandre autrichienne,Exports,Agremens ; de soye,,,3384,,70.5,livres,48,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,336,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Saint-Quentin,,Flandre autrichienne,Exports,Agremens ; de soye,,,480,,6,livres,80,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,337,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Saint-Quentin,,Flandre autrichienne,Exports,Agremens ; de soye,,,525,,21,livres,25,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,338,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Exports,Alun,,,60,,300,livres,.2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,339,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Exports,Amandes,,,1192,,2650,livres,.45,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,340,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Exports,Amandes,,,4287,,14290,livres,.3,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,341,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Rouen,,Flandre autrichienne,Exports,Amandes,,,11,,25,livres,.45,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,342,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Flandre,,Flandre autrichienne,Exports,Amidon,,,56081,,280409,livres,.2,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,2,343,,,,,Demba,,,,,,,,,,,
National toutes directions partenaires manquants,1751,Bourgogne,,Flandre autrichienne,Exports,Anchois,,,231,,231,livres,1,sources/National toutes directions partenaires manquants/BM_Saint-Brieuc_Fonds_Gournay_M86_partner_Flandres_Exports_1751.csv,BM Saint-Brieuc Fonds Gournay - M86,3,344,,,,,Demba,,,,,,,,,,,
