source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
National partenaires manquants,1783,,,Etats-Unis,Imports,Argent Monnoyé,,,17000,,,,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,39,,,,,Paul CHEVRET,,,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Bois de toutes sortes,,,99627,,,,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,40,,,,,Paul CHEVRET,,Matière première,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Bray et Goudron,,,22080,,274800,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,41,,,,,Paul CHEVRET,,Matière première,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Tabac en feuille,,,2891688,,6292640,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,42,,,,,Paul CHEVRET,,Matière première,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Farine,,,8940,,44740,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,43,,,,,Paul CHEVRET,,Comestibles,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Morue Sèche,,,58360,,194500,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,44,,,,,Paul CHEVRET,,Comestibles,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Riz,,,17590,,58650,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,45,,,,,Paul CHEVRET,,Comestibles,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Sucre Terré,,,5970,,7967,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,46,,,,,Paul CHEVRET,,Comestibles,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Droguerie pour la teinture indigo,,,33380,,4769,Livres,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,47,,,,,Paul CHEVRET,,,,,,,,,,,
National partenaires manquants,1783,,,Etats-Unis,Imports,Marchandises diverses en petits articles,,,64000,,,,,sources/National partenaires manquants/AN_F12_1835_partner_Etats-Unis_d_Amerique_Imports_1783.csv,AN F12 1835,6,48,,,,,Paul CHEVRET,,,,,,,,,,,
