source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
Objet Général,1777,,,Espagne,Exports,Acier,,,1487,0,4251,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,1,58892,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Levant,Exports,Acier,,,14666,0,41905,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,2,58892,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Suisse,Exports,Acier,,,8067,0,23050,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,3,58892,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Isles,Exports,Acier,,,27824,0,68080,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,4,58892,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Guinée,Exports,Acier,,,6848,0,17120,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,5,58892,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Guinée,Exports,Agathe,,,3215,0,643,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,6,,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Savoye,Exports,Agneaux,,,3160,0,158,en nombre,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,7,,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Angleterre,Exports,Agrémens,,,7525,0,150.5,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,8,15050,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Flandre,Exports,Agrémens,,,1125,0,,,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,9,15050,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Isles,Exports,Agrémens,,,6400,0,128,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,10,15050,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Isles,Exports,Aiguilles,,,5850,0,1170,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,11,,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Allemagne,Exports,Ajustements,,,8141,0,,,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,12,,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Isles,Exports,Alembics,,,1090,0,1090,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,13,,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Hollande,Exports,Aloës,,,14700,0,4900,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,14,,,,,Loïc Charles,,,,,,,,,,,
Objet Général,1777,,,Espagne,Exports,Alun,,,1738,0,8691,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,15,31745,,,,Loïc Charles,,31755,,,,,,,,,
Objet Général,1777,,,Hollande,Exports,Alun,,,2513,0,12565,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,16,31745,,,,Loïc Charles,,31755,,,,,,,,,
Objet Général,1777,,,Italie,Exports,Alun,,,11194,0,55970,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,17,31745,,,,Loïc Charles,,31755,,,,,,,,,
Objet Général,1777,,,Naples,Exports,Alun,,,3424,0,17122,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,18,31745,,,,Loïc Charles,,31755,,,,,,,,,
Objet Général,1777,,,Levant,Exports,Alun,,,7430,0,37150,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,19,31745,,,,Loïc Charles,,31755,,,,,,,,,
Objet Général,1777,,,Savoye,Exports,Alun,,,1621,0,7936,livres,,sources/Objet Général/AN_F12_245_Exports_1777.csv,AN F12 245,3,20,31745,,,,Loïc Charles,,31755,,,,,,,,,
