source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
Objet Général,1770,,,Espagne,Exports,Acier,,,1627,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,22329,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Guinée,Exports,Acier,,,3181,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,22329,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Isles,Exports,Acier,,,10714,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,22329,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Levant,Exports,Acier,,,5558,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,22329,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Savoye,Exports,Acier,,,1249,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,22329,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Isles,Exports,Acons ; démontés,,,3200,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,3200,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Isles,Exports,Affuts ; de fusils,,,6000,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,6000,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Allemagne,Exports,Ajustements,,,19976,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,19976,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Espagne,Exports,Alun,,,1066,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,32751,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Italie,Exports,Alun,,,7615,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,32751,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Levant,Exports,Alun,,,7146,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,32751,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Naples,Exports,Alun,,,3500,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,32751,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Nord,Exports,Alun,,,7593,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,3,,32751,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Savoye,Exports,Alun,,,3834,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,4,,32751,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Suisse,Exports,Alun,,,1997,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,4,,32751,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Angleterre,Exports,Amandes,,,2735,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,4,,282816,,,,David Cassagnes,,,,,,,,,,,
Objet Général,1770,,,Gènes,Exports,Amandes,,,37931,0,,,,sources/Objet Général/IIHS-122D_Exports_1770.csv,IIHS-122D,4,,282816,,,,David Cassagnes,,,,,,,,,,,
