line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Compagnie des Indes,1726,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,4532304.43333333,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
2,Compagnie des Indes,1727,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,7729885.54583333,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
3,Compagnie des Indes,1728,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,8781353.475,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
4,Compagnie des Indes,1729,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,7796818.6125,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
5,Compagnie des Indes,1730,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,6109966.62083333,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
6,Compagnie des Indes,1731,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,5118231.57916667,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
7,Compagnie des Indes,1732,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,10006015.6541667,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
8,Compagnie des Indes,1733,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,9268767.054166671,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
9,Compagnie des Indes,1734,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,15341123.3291667,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
10,Compagnie des Indes,1735,France par la Compagnie des Indes,,Indes et Moka,Imports,Marchandises des Indes et caffé de Moka,,,13332561.4,,,,,sources/Compagnie des Indes/BNF_MF_6431_France_par_la_Compagnie_des_Indes_Imports.csv,BNF_MF_6431,1,,,,,Stephen Jackson,,En fait sur deux ans,,,,,,,,,,,
